age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
54,Local-gov,9,Farming-fishing,Husband,White,Male,40,United-States,No
38,Private,9,Other-service,Not-in-family,White,Female,75,United-States,No
60,Private,5,Farming-fishing,Husband,White,Male,45,United-States,No
44,Private,10,Other-service,Own-child,White,Female,40,United-States,Yes
35,Self-emp-inc,9,Exec-managerial,Husband,White,Male,60,United-States,No
39,Private,6,Other-service,Unmarried,White,Female,25,Mexico,No
79,Self-emp-inc,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
45,Local-gov,14,Prof-specialty,Husband,Black,Male,10,United-States,Yes
34,Self-emp-inc,13,Farming-fishing,Not-in-family,White,Male,60,United-States,No
41,Private,5,Craft-repair,Husband,White,Male,40,United-States,No
50,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
46,Private,9,Machine-op-inspct,Husband,White,Male,43,United-States,Yes
33,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
25,Private,10,Exec-managerial,Not-in-family,White,Female,60,United-States,No
35,State-gov,9,Protective-serv,Husband,White,Male,40,United-States,Yes
18,Private,4,Machine-op-inspct,Own-child,White,Male,40,United-States,No
38,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
52,Private,10,Other-service,Unmarried,Black,Female,40,,No
27,Private,13,Other-service,Not-in-family,White,Male,30,,No
62,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
26,Private,6,Craft-repair,Husband,White,Male,55,United-States,No
17,Private,5,Other-service,Own-child,White,Female,20,United-States,No
34,Self-emp-not-inc,14,Farming-fishing,Husband,White,Male,60,United-States,No
43,State-gov,15,Prof-specialty,Husband,White,Male,50,United-States,Yes
21,,10,,Unmarried,Other,Female,40,United-States,No
28,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,40,United-States,No
63,Private,14,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
53,Federal-gov,10,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,Philippines,Yes
37,Self-emp-not-inc,9,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,70,South,Yes
36,Private,9,Adm-clerical,Unmarried,Black,Female,40,United-States,No
49,Private,10,Transport-moving,Husband,White,Male,40,United-States,No
37,Private,10,Handlers-cleaners,Husband,Black,Male,50,United-States,No
39,Local-gov,10,Prof-specialty,Own-child,White,Female,45,United-States,No
42,Private,13,Tech-support,Husband,White,Male,45,United-States,Yes
26,Private,10,Transport-moving,Husband,White,Male,55,United-States,Yes
21,Private,9,Handlers-cleaners,Husband,White,Male,40,United-States,No
50,Private,10,Sales,Husband,White,Male,45,United-States,Yes
63,,9,,Not-in-family,Black,Female,11,United-States,No
30,Private,11,Prof-specialty,Not-in-family,White,Male,40,United-States,No
51,Private,10,Sales,Husband,White,Male,60,United-States,No
29,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
52,Self-emp-not-inc,11,Exec-managerial,Husband,White,Male,40,United-States,No
20,Private,10,Exec-managerial,Own-child,White,Female,30,United-States,No
27,Private,13,Adm-clerical,Not-in-family,White,Female,35,United-States,No
32,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
37,Private,11,Other-service,Not-in-family,White,Male,40,United-States,No
44,Self-emp-not-inc,12,Other-service,Wife,White,Female,99,United-States,No
50,Local-gov,4,Transport-moving,Husband,White,Male,40,United-States,No
36,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,50,Iran,No
37,Self-emp-not-inc,6,Other-service,Wife,White,Female,40,United-States,No
47,Private,13,Exec-managerial,Husband,White,Male,44,United-States,Yes
18,Private,8,Handlers-cleaners,Own-child,White,Male,6,United-States,No
28,Private,13,Exec-managerial,Wife,White,Female,50,United-States,Yes
51,Private,14,Prof-specialty,Husband,White,Male,60,United-States,Yes
42,Private,10,Craft-repair,Husband,White,Male,60,United-States,Yes
68,Self-emp-not-inc,11,Prof-specialty,Husband,White,Male,40,United-States,No
51,Private,14,Sales,Husband,White,Male,50,United-States,Yes
52,Private,13,Prof-specialty,Husband,White,Male,38,United-States,Yes
36,State-gov,9,Adm-clerical,Own-child,Black,Female,40,United-States,No
43,Private,14,Prof-specialty,Husband,White,Male,50,United-States,Yes
66,Private,10,Sales,Husband,White,Male,24,United-States,Yes
50,Federal-gov,9,Prof-specialty,Not-in-family,White,Male,40,United-States,No
28,Private,14,Prof-specialty,Not-in-family,White,Female,50,United-States,No
58,Private,11,Adm-clerical,Not-in-family,White,Female,60,United-States,No
48,Federal-gov,13,Adm-clerical,Wife,White,Female,40,United-States,Yes
48,Private,9,Adm-clerical,Other-relative,White,Female,40,United-States,No
61,Private,4,Sales,Husband,White,Male,50,United-States,Yes
54,Private,13,Sales,Husband,White,Male,40,United-States,Yes
38,,9,,Husband,White,Male,40,United-States,No
63,,10,,Not-in-family,White,Female,5,United-States,No
36,Private,9,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
47,Local-gov,10,Other-service,Own-child,White,Female,20,United-States,No
47,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
42,Private,10,Sales,Husband,White,Male,50,United-States,Yes
37,Private,9,Craft-repair,Husband,White,Male,60,United-States,Yes
32,Private,4,Sales,Unmarried,White,Female,35,United-States,No
22,Private,3,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,No
45,Self-emp-not-inc,13,Prof-specialty,Not-in-family,White,Male,45,France,No
58,Private,6,Other-service,Wife,White,Female,8,United-States,No
64,State-gov,9,Adm-clerical,Not-in-family,White,Female,24,United-States,No
66,Private,11,Adm-clerical,Husband,White,Male,30,United-States,No
60,Private,10,Sales,Husband,White,Male,40,United-States,Yes
36,Private,13,Prof-specialty,Wife,White,Female,40,United-States,Yes
30,Private,11,Prof-specialty,Husband,White,Male,40,United-States,Yes
48,Private,10,Prof-specialty,Wife,White,Female,40,United-States,Yes
78,,13,,Husband,White,Male,3,United-States,No
45,Private,9,Sales,Not-in-family,White,Female,55,United-States,No
43,Local-gov,9,Exec-managerial,Husband,White,Male,40,,No
45,Local-gov,14,Prof-specialty,Unmarried,White,Female,40,United-States,No
36,Private,9,Transport-moving,Not-in-family,White,Male,45,United-States,No
31,Private,10,Sales,Husband,White,Male,40,United-States,Yes
41,Self-emp-not-inc,10,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
17,Private,8,Sales,Not-in-family,White,Female,10,,No
27,Private,10,Craft-repair,Not-in-family,Black,Male,40,United-States,No
30,Private,10,Handlers-cleaners,Not-in-family,White,Male,50,United-States,No
52,Private,6,Craft-repair,Husband,White,Male,47,United-States,Yes
52,Private,13,Sales,Husband,White,Male,40,United-States,Yes
52,Self-emp-inc,13,Exec-managerial,Husband,White,Male,60,Cuba,Yes
35,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
36,Self-emp-not-inc,15,Prof-specialty,Unmarried,White,Male,40,United-States,Yes
74,Self-emp-not-inc,13,Craft-repair,Not-in-family,White,Male,8,Germany,Yes
66,Self-emp-inc,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
33,Private,10,Other-service,Husband,White,Male,40,United-States,No
49,Private,10,Adm-clerical,Husband,White,Male,50,United-States,Yes
45,Private,10,Machine-op-inspct,Husband,White,Male,84,United-States,Yes
36,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
60,Private,10,Craft-repair,Own-child,White,Male,44,United-States,Yes
46,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
21,Private,12,Adm-clerical,Not-in-family,White,Female,25,United-States,No
40,Private,11,Prof-specialty,Not-in-family,White,Male,42,United-States,No
28,Federal-gov,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
25,Private,10,Sales,Own-child,White,Male,24,United-States,No
38,Self-emp-not-inc,13,Sales,Husband,White,Male,50,United-States,Yes
28,Private,5,Sales,Husband,White,Male,40,United-States,No
39,Private,11,Adm-clerical,Unmarried,White,Female,40,United-States,No
46,Self-emp-not-inc,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
47,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,50,United-States,Yes
79,Self-emp-not-inc,11,Sales,Husband,White,Male,20,United-States,Yes
62,Private,9,Transport-moving,Husband,White,Male,60,United-States,Yes
40,Private,13,Exec-managerial,Not-in-family,White,Male,30,Canada,No
25,Private,13,Handlers-cleaners,Own-child,White,Male,40,United-States,No
55,Private,11,Transport-moving,Husband,White,Male,50,United-States,Yes
25,Private,9,Other-service,Own-child,White,Female,25,United-States,No
45,Private,6,Sales,Husband,White,Male,40,United-States,No
28,Private,6,Transport-moving,Not-in-family,White,Male,45,United-States,No
23,Private,9,Handlers-cleaners,Husband,White,Male,40,United-States,No
35,Private,10,Farming-fishing,Husband,White,Male,40,Mexico,No
39,Self-emp-inc,14,Prof-specialty,Not-in-family,White,Female,40,United-States,No
31,Private,10,Craft-repair,Unmarried,White,Female,20,United-States,No
46,Private,7,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,43,Germany,No
37,Private,9,Machine-op-inspct,Husband,White,Male,48,United-States,Yes
51,State-gov,11,Tech-support,Not-in-family,White,Male,39,United-States,Yes
28,Private,9,Transport-moving,Unmarried,White,Male,50,United-States,No
32,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
51,Federal-gov,9,Adm-clerical,Not-in-family,White,Female,8,United-States,No
52,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
25,Private,13,Exec-managerial,Not-in-family,White,Female,50,United-States,No
49,Self-emp-not-inc,9,Craft-repair,Not-in-family,White,Male,30,United-States,No
37,Private,12,Prof-specialty,Husband,White,Male,45,United-States,No
56,Self-emp-not-inc,14,Craft-repair,Husband,White,Male,50,United-States,Yes
50,Private,14,Prof-specialty,Other-relative,White,Male,60,,No
40,Private,10,Tech-support,Wife,White,Female,40,United-States,Yes
67,,9,,Other-relative,White,Female,8,United-States,No
34,Private,9,Craft-repair,Unmarried,White,Male,40,United-States,No
22,Private,9,Tech-support,Unmarried,White,Female,30,Germany,No
43,Local-gov,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
22,Private,9,Adm-clerical,Unmarried,White,Female,40,Mexico,No
23,Private,9,Machine-op-inspct,Husband,Black,Male,45,United-States,No
47,Private,9,Craft-repair,Husband,White,Male,45,United-States,Yes
26,State-gov,9,Adm-clerical,Own-child,White,Female,30,United-States,No
41,Private,4,Other-service,Husband,White,Male,40,,No
53,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
19,Private,10,Farming-fishing,Not-in-family,White,Female,15,United-States,No
29,Private,9,Transport-moving,Other-relative,White,Male,50,United-States,No
47,Private,13,Machine-op-inspct,Husband,White,Male,44,United-States,Yes
55,Self-emp-inc,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
35,Private,10,Craft-repair,Husband,White,Male,50,United-States,No
43,Private,13,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,No
41,Self-emp-not-inc,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
45,Private,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
25,Private,9,Craft-repair,Own-child,White,Male,28,United-States,No
25,Private,10,Exec-managerial,Husband,White,Male,50,United-States,No
32,,10,,Not-in-family,White,Male,40,United-States,No
48,Private,10,Tech-support,Husband,White,Male,40,United-States,Yes
42,Private,10,Machine-op-inspct,Wife,White,Female,37,United-States,Yes
28,Private,3,Machine-op-inspct,Husband,White,Male,40,Mexico,No
35,Private,10,Prof-specialty,Husband,White,Male,40,United-States,Yes
49,Self-emp-not-inc,10,Sales,Husband,White,Male,50,United-States,No
65,Private,9,Adm-clerical,Husband,White,Male,20,United-States,No
36,Private,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
53,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
26,Private,10,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
27,Self-emp-not-inc,9,Sales,Husband,White,Male,65,United-States,Yes
36,Private,10,Craft-repair,Husband,White,Male,44,United-States,Yes
39,Private,13,Sales,Husband,White,Male,48,United-States,Yes
39,Private,10,Adm-clerical,Own-child,Black,Female,50,United-States,Yes
52,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
53,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
20,Private,10,Sales,Own-child,Black,Female,20,United-States,No
43,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,30,United-States,No
32,Private,11,Machine-op-inspct,Husband,White,Male,40,United-States,No
42,Private,14,Prof-specialty,Wife,White,Female,45,United-States,Yes
45,Private,9,Handlers-cleaners,Husband,White,Male,48,United-States,Yes
17,Private,7,Adm-clerical,Own-child,White,Female,20,United-States,No
34,Private,13,Prof-specialty,Not-in-family,White,Male,50,France,No
29,Federal-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
46,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,45,United-States,Yes
36,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
61,State-gov,16,Prof-specialty,Husband,White,Male,40,United-States,Yes
20,Private,7,Handlers-cleaners,Own-child,Black,Male,40,United-States,No
30,Private,12,Exec-managerial,Wife,White,Female,50,Thailand,Yes
48,Federal-gov,9,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
32,Private,13,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,United-States,No
47,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
27,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
42,Local-gov,9,Transport-moving,Unmarried,White,Female,40,United-States,No
37,Self-emp-inc,13,Prof-specialty,Husband,White,Male,35,United-States,Yes
34,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
28,Private,9,Handlers-cleaners,Own-child,White,Male,40,United-States,No
53,Private,9,Other-service,Not-in-family,White,Female,38,United-States,No
44,Private,12,Exec-managerial,Husband,White,Male,45,United-States,Yes
26,Private,9,Adm-clerical,Wife,White,Female,52,United-States,Yes
28,Self-emp-not-inc,9,Craft-repair,Own-child,White,Male,40,United-States,No
50,Local-gov,14,Prof-specialty,Husband,White,Male,50,United-States,Yes
20,,9,,Own-child,White,Male,40,United-States,No
33,Federal-gov,15,Prof-specialty,Wife,White,Female,40,United-States,Yes
48,Private,16,Prof-specialty,Husband,White,Male,45,United-States,Yes
28,Private,10,Tech-support,Not-in-family,White,Male,24,United-States,No
55,Self-emp-not-inc,10,Farming-fishing,Husband,White,Male,99,United-States,Yes
50,Local-gov,13,Prof-specialty,Not-in-family,White,Male,40,United-States,Yes
25,,13,,Not-in-family,Asian-Pac-Islander,Male,28,Taiwan,No
21,Private,10,Adm-clerical,Own-child,White,Female,10,United-States,No
56,Self-emp-inc,16,Prof-specialty,Husband,White,Male,70,United-States,Yes
47,Private,9,Craft-repair,Not-in-family,White,Male,42,United-States,No
41,Private,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
49,Private,9,Machine-op-inspct,Other-relative,White,Female,55,United-States,No
71,Self-emp-inc,9,Adm-clerical,Wife,White,Female,20,United-States,Yes
43,Self-emp-inc,9,Farming-fishing,Husband,White,Male,45,United-States,No
36,State-gov,14,Prof-specialty,Unmarried,White,Male,30,United-States,No
68,,10,,Husband,White,Male,48,United-States,Yes
44,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
45,Private,9,Protective-serv,Husband,Black,Male,40,United-States,Yes
47,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
30,Private,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
48,Private,10,Adm-clerical,Not-in-family,White,Female,40,United-States,No
51,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
58,Private,9,Tech-support,Not-in-family,White,Male,39,United-States,Yes
43,Private,10,Sales,Husband,White,Male,50,United-States,Yes
21,Private,9,Machine-op-inspct,Own-child,White,Male,40,United-States,No
20,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
44,State-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
30,Private,10,Exec-managerial,Husband,White,Male,60,United-States,Yes
21,Private,9,Handlers-cleaners,Unmarried,White,Male,45,United-States,No
52,Self-emp-inc,14,Prof-specialty,Husband,White,Male,60,United-States,Yes
48,Private,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
46,Private,12,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
